#gene_id	gene_symbol	rank	score	hpo_implicated	hpo_description_implicated	phenotype_specificity
154881	KCTD7	3326	0.18	[{'HP:0001629': 0.1}, {'HP:0000369': 0.1}]	[{'Ventricular septal defect': 0.1}, {'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2055	CLN8	3327	0.18	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
100996717	NOTCH2NLC	3328	0.18	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8997	KALRN	3329	0.18	[{'HP:0000819': 0.1}]	[{'Diabetes mellitus': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
57102	C12orf4	3330	0.18	[{'HP:0000540': 0.1}, {'HP:0001328': 0.1}]	[{'Hypermetropia': 0.1}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
139411	PTCHD1	3331	0.18	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1121	CHM	3332	0.18	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
90522	YIF1B	3333	0.18	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4570	TRNN	3334	0.18	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1369	CPN1	3335	0.18	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6873	TAF2	3336	0.18	[{'HP:0000540': 0.1}, {'HP:0001328': 0.1}]	[{'Hypermetropia': 0.1}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
147138	TMC8	3337	0.18	[{'HP:0001195': 0.1}]	[{'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2876	GPX1	3338	0.18	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4067	LYN	3339	0.17	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5741	PTH	3340	0.17	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4609	MYC	3341	0.17	[{'HP:0000369': 0.1}]	[{'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9975	NR1D2	3342	0.17	[{'HP:0001629': 0.1}]	[{'Ventricular septal defect': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7037	TFRC	3343	0.17	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3978	LIG1	3344	0.17	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5702	PSMC3	3345	0.17	[{'HP:0000343': 0.1}]	[{'Long philtrum': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5298	PI4KB	3346	0.17	[{'HP:0000369': 0.1}]	[{'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
54344	DPM3	3347	0.17	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
81790	RNF170	3348	0.17	[{'HP:0000476': 0.1}, {'HP:0001328': 0.1}]	[{'Cystic hygroma': 0.1}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
51134	CEP83	3349	0.17	[{'HP:0000476': 0.1}]	[{'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6892	TAPBP	3350	0.17	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
57338	JPH3	3351	0.17	[{'HP:0001195': 0.1}]	[{'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2161	F12	3352	0.17	[{'HP:0001629': 0.1}]	[{'Ventricular septal defect': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3972	LHB	3353	0.17	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5950	RBP4	3354	0.17	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3694	ITGB6	3355	0.17	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
948	CD36	3356	0.17	[{'HP:0000540': 0.1}, {'HP:0001508': 0.1}]	[{'Hypermetropia': 0.1}, {'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
85320	ABCC11	3357	0.17	[{'HP:0000369': 0.1}]	[{'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
84946	LTV1	3358	0.17	[{'HP:0000540': 0.1}, {'HP:0000343': 0.1}]	[{'Hypermetropia': 0.1}, {'Long philtrum': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
81494	CFHR5	3359	0.17	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3621	ING1	3360	0.17	[{'HP:0000476': 0.1}]	[{'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3071	NCKAP1L	3361	0.17	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
117531	TMC1	3362	0.17	[{'HP:0000540': 0.1}, {'HP:0001328': 0.1}]	[{'Hypermetropia': 0.1}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2492	FSHR	3363	0.17	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4582	MUC1	3364	0.17	[{'HP:0000476': 0.1}]	[{'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3818	KLKB1	3365	0.17	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8192	CLPP	3366	0.17	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1938	EEF2	3367	0.17	[{'HP:0000343': 0.1}]	[{'Long philtrum': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
727857	BHLHA9	3368	0.17	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4905	NSF	3369	0.17	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
714	C1QC	3370	0.17	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4668	NAGA	3371	0.17	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4173	MCM4	3372	0.17	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7352	UCP3	3377	0.17	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
51738	GHRL	3377	0.17	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9672	SDC3	3377	0.17	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8431	NR0B2	3377	0.17	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
155	ADRB3	3377	0.17	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6098	ROS1	3378	0.17	[{'HP:0000369': 0.1}, {'HP:0001328': 0.1}]	[{'Low-set ears': 0.1}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1615	DARS1	3379	0.17	[{'HP:0001195': 0.1}]	[{'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9071	CLDN10	3380	0.17	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8547	FCN3	3381	0.17	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
866	SERPINA6	3382	0.17	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8292	COLQ	3383	0.17	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
30009	TBX21	3384	0.17	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
93166	PRDM6	3385	0.17	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4635	MYL4	3386	0.17	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
790	CAD	3387	0.17	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5058	PAK1	3388	0.17	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1286	COL4A4	3389	0.17	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
55904	KMT2E	3390	0.17	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6999	TDO2	3391	0.17	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1460	CSNK2B	3392	0.17	[{'HP:0000343': 0.1}]	[{'Long philtrum': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
55967	NDUFA12	3393	0.17	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4942	OAT	3394	0.17	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
148867	SLC30A7	3395	0.17	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
920	CD4	3396	0.17	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5602	MAPK10	3397	0.17	[{'HP:0000369': 0.1}]	[{'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8858	PROZ	3398	0.17	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10750	GRAP	3400	0.17	[{'HP:0000369': 0.1}]	[{'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23562	CLDN14	3400	0.17	[{'HP:0000369': 0.1}]	[{'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7125	TNNC2	3401	0.17	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1678	TIMM8A	3402	0.17	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
27329	ANGPTL3	3403	0.17	[{'HP:0001195': 0.1}]	[{'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23149	FCHO1	3404	0.16	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7920	ABHD16A	3405	0.16	[{'HP:0000369': 0.1}]	[{'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
735	C9	3406	0.16	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1967	EIF2B1	3407	0.16	[{'HP:0000819': 0.1}]	[{'Diabetes mellitus': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2122	MECOM	3408	0.16	[{'HP:0001195': 0.1}]	[{'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
146183	OTOA	3409	0.16	[{'HP:0000369': 0.1}]	[{'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3026	HABP2	3410	0.16	[{'HP:0000476': 0.1}]	[{'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5873	RAB27A	3411	0.16	[{'HP:0001629': 0.1}]	[{'Ventricular septal defect': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1969	EPHA2	3412	0.16	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
79048	SECISBP2	3413	0.16	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23321	TRIM2	3414	0.16	[{'HP:0001195': 0.1}]	[{'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6096	RORB	3415	0.16	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6444	SGCD	3416	0.16	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5406	PNLIP	3417	0.16	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4069	LYZ	3418	0.16	[{'HP:0000369': 0.1}]	[{'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9368	SLC9A3R1	3419	0.16	[{'HP:0001195': 0.1}]	[{'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5442	POLRMT	3420	0.16	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
102	ADAM10	3421	0.16	[{'HP:0000343': 0.1}]	[{'Long philtrum': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10142	AKAP9	3423	0.16	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6640	SNTA1	3423	0.16	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
164656	TMPRSS6	3424	0.16	[{'HP:0000369': 0.1}]	[{'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4284	MIP	3425	0.16	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
84662	GLIS2	3426	0.16	[{'HP:0000476': 0.1}]	[{'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
55612	FERMT1	3427	0.16	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9987	HNRNPDL	3428	0.16	[{'HP:0000476': 0.1}]	[{'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6092	ROBO2	3429	0.16	[{'HP:0001195': 0.1}]	[{'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1959	EGR2	3430	0.16	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
378884	NHLRC1	3431	0.16	[{'HP:0000819': 0.1}]	[{'Diabetes mellitus': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1503	CTPS1	3432	0.16	[{'HP:0000540': 0.1}, {'HP:0001508': 0.1}]	[{'Hypermetropia': 0.1}, {'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
147912	SIX5	3433	0.16	[{'HP:0000476': 0.1}]	[{'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
51091	SEPSECS	3434	0.16	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9631	NUP155	3435	0.16	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6554	SLC10A1	3436	0.16	[{'HP:0001195': 0.1}]	[{'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4144	MAT2A	3438	0.16	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23493	HEY2	3438	0.16	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
55800	SCN3B	3439	0.16	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9699	RIMS2	3440	0.16	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
31	ACACA	3441	0.16	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8313	AXIN2	3442	0.16	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
58528	RRAGD	3443	0.16	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6448	SGSH	3444	0.16	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2694	CBLIF	3445	0.16	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1795	DOCK3	3446	0.16	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6821	SUOX	3447	0.16	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23746	AIPL1	3448	0.16	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4938	OAS1	3449	0.16	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
355	FAS	3450	0.16	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
55739	NAXD	3451	0.16	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
272	AMPD3	3452	0.16	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
146754	DNAH2	3453	0.16	[{'HP:0000369': 0.1}, {'HP:0000476': 0.1}]	[{'Low-set ears': 0.1}, {'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3029	HAGH	3454	0.16	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
139886	SPIN4	3455	0.15	[{'HP:0000343': 0.1}]	[{'Long philtrum': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
54902	TTC19	3456	0.15	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23479	ISCU	3457	0.15	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
26119	LDLRAP1	3458	0.15	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
57192	MCOLN1	3459	0.15	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4704	NDUFA9	3460	0.15	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6908	TBP	3461	0.15	[{'HP:0000476': 0.1}]	[{'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8106	PABPN1	3462	0.15	[{'HP:0001629': 0.1}]	[{'Ventricular septal defect': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5054	SERPINE1	3463	0.15	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6621	SNAPC4	3464	0.15	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
26610	ELP4	3465	0.15	[{'HP:0001195': 0.1}]	[{'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1124	CHN2	3466	0.15	[{'HP:0001195': 0.1}]	[{'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6795	AURKC	3467	0.15	[{'HP:0000476': 0.1}]	[{'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7536	SF1	3468	0.15	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
354	KLK3	3469	0.15	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3257	HPS1	3470	0.15	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
26012	NSMF	3471	0.15	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
80311	KLHL15	3472	0.15	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6716	SRD5A2	3473	0.15	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8419	BFSP2	3474	0.15	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
128486	FITM2	3475	0.15	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
58495	OVOL2	3476	0.15	[{'HP:0000540': 0.1}]	[{'Hypermetropia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3170	FOXA2	3477	0.15	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
755	CFAP410	3478	0.15	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
255101	CFAP65	3479	0.15	[{'HP:0000476': 0.1}]	[{'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8111	GPR68	3480	0.15	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
27030	MLH3	3481	0.15	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5138	PDE2A	3482	0.15	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
463	ZFHX3	3483	0.15	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
57716	PRX	3484	0.15	[{'HP:0001328': 0.1}]	[{'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
